,Listing Title,Price,Bedroom,Bath,Area,Condominium Name,City,Link
3064,SOLD!! MEM 3 Mandaluyong Executive Mansion Fully Furnished Condo Unit For Rent,20000.0,2.0,2.0,46.0,Mandaluyong Executive Mansion 3 (MEM3),Mandaluyong,['https://www.lamudi.com.ph/sold-mem-3-mandaluyong-executive-mansion-fully-furnished-condo-unit-for-rent.html']
3065,2 Bedroom Semi-Furnished Condo Unit for rent near Robinson's Pioneer,29000.0,2.0,1.0,43.0,Sunshine 100 City Plaza,Mandaluyong,['https://www.lamudi.com.ph/2-bedroom-semi-furnished-condo-unit-for-rent-near-robinsons-pioneer.html']
3066,"2 Bedroom For Rent at Mandaluyong, Metro Manila",95000.0,2.0,2.0,132.0,,Mandaluyong,['https://www.lamudi.com.ph/2-bedroom-for-rent-at-mandaluyong-metro-manila-1.html']
3067,"BGE - For Lease: 2BR Condo in Flair Towers, Mandaluyong",26000.0,2.0,1.0,48.0,Flair Towers,Mandaluyong,['https://www.lamudi.com.ph/bge-for-lease-2br-condo-in-flair-towers-mandaluyong.html']
3068,For Lease 1 bedroom unit at Lights Residences Madison Street Edsa Mandaluyong ,17000.0,1.0,1.0,23.47,Light Residences,Mandaluyong,['https://www.lamudi.com.ph/for-lease-1-bedroom-unit-at-lights-residences-madison-street-edsa-mandaluyong.html']
3069,2BR Unit For Rent in Mandaluyong,15000.0,2.0,1.0,54.0,Gueventville II,Mandaluyong,['https://www.lamudi.com.ph/2br-unit-for-rent-in-mandaluyong.html']
3070,Fully Furnished Studio Unit near EDSA Shaw for Rent,20000.0,1.0,1.0,18.65,Amaia Skies Shaw (North Tower),Mandaluyong,['https://www.lamudi.com.ph/fully-furnished-studio-unit-near-edsa-shaw-for-rent.html']
3071,1 Bedroom at Acqua Private Residences for Rent,17000.0,1.0,1.0,30.0,Acqua Private Residences,Mandaluyong,['https://www.lamudi.com.ph/1-bedroom-at-acqua-private-residences-for-rent.html']
3072,For Lease Studio One Shangri-La Place South Tower in Mandaluyong,30000.0,1.0,1.0,45.0,One Shangri-La Place,Mandaluyong,['https://www.lamudi.com.ph/for-lease-studio-one-shangri-la-place-south-tower-in-mandaluyong.html']
3073,SM Light 1 Bedroom Condo w/o Balcony for Rent,18500.0,1.0,1.0,24.0,Light Residences,Mandaluyong,['https://www.lamudi.com.ph/sm-light-1-bedroom-condo-w-o-balcony-for-rent.html']
3074,Modish 1 Bedroom at Vista Shaw,23000.0,1.0,1.0,30.0,Vista Shaw,Mandaluyong,['https://www.lamudi.com.ph/modish-1-bedroom-at-vista-shaw.html']
3075,For Rent: Fully Furnished 1 Bedroom Unit at Acqua Private Residences Mandaluyong,16000.0,1.0,1.0,26.0,Acqua Private Residences,Mandaluyong,['https://www.lamudi.com.ph/for-rent-fully-furnished-1-bedroom-unit-at-acqua-private-residences-mandaluyong.html']
3076,"Condo Unit in Pioneer Woodlands, Mandaluyong (12884)",40000.0,1.0,1.0,36.0,Pioneer Woodlands,Mandaluyong,['https://www.lamudi.com.ph/condo-unit-in-pioneer-woodlands-mandaluyong-12884.html']
3078,"For Rent: Acqua Private Residences - 2BR, Furnished, 42 Sqm., Mandaluyong City",45000.0,2.0,2.0,42.0,Acqua Private Residences,Mandaluyong,['https://www.lamudi.com.ph/for-rent-acqua-private-residences-2br-furnished-42-sqm-mandaluyong-city.html']
3079,"Light Residences, 1 BR Fully Furnished Unit For Rent in Mandaluyong",16000.0,1.0,1.0,27.0,Light Residences,Mandaluyong,['https://www.lamudi.com.ph/light-residences-1-br-fully-furnished-unit-for-rent-in-mandaluyong.html']
3080,Fully Furnished Studio Unit/ 1BR Unit,15000.0,1.0,1.0,25.0,Tivoli Garden Residences,Mandaluyong,['https://www.lamudi.com.ph/fully-furnished-studio-unit-1br-unit.html']
3081,"For rent, Spacious 2 bedroom unit in One Shangrila Place in Mandaluyong City",140000.0,2.0,2.0,131.0,One Shangrila Place,Mandaluyong,['https://www.lamudi.com.ph/for-rent-spacious-2-bedroom-unit-in-one-shangrila-place-in-mandaluyong-city.html']
3082,for rent spacious  1 bedroom with balcony in soho central near mrt shaw,35000.0,1.0,2.0,71.62,Soho Central,Mandaluyong,['https://www.lamudi.com.ph/for-rent-spacious-1-bedroom-with-balcony-in-soho-central-near-mrt-shaw.html']
3083,Studio Pioneer Highlands,20000.0,1.0,1.0,32.0,,Mandaluyong,['https://www.lamudi.com.ph/studio-pioneer-highlands.html']
3084,For Rent Fully Furnished 1 Bedroom unit at 515 Shaw Residences,25000.0,1.0,1.0,30.0,515 Shaw,Mandaluyong,['https://www.lamudi.com.ph/for-rent-fully-furnished-1-bedroom-unit-at-515-shaw-residences.html']
3086,"The Address at Wack Wack, 68.85 sqm, 1 bedoom, Interiored fully furnished ",45000.0,1.0,2.0,68.0,The Address at Wack Wack,Mandaluyong,['https://www.lamudi.com.ph/the-address-at-wack-wack-68-85-sqm-1-bedoom-interiored-fully-furnished-1.html']
3087,"1BR For Lease at Iguazu, Acqua Private Residences, Mandaluyong",30000.0,1.0,1.0,28.0,Acqua Private Residences,Mandaluyong,['https://www.lamudi.com.ph/1br-for-lease-at-iguazu-acqua-private-residences-mandaluyong.html']
3088,Semi-furnished 1BR unit for rent in Mandaluyong,30000.0,1.0,1.0,36.0,Avida Towers Centera,Mandaluyong,['https://www.lamudi.com.ph/semi-furnished-1br-unit-for-rent-in-mandaluyong.html']
3089,1 Bedroom Acqua Niagara Condo Unit Across Rockwell Makati,25000.0,1.0,1.0,27.0,,Mandaluyong,['https://www.lamudi.com.ph/1-bedroom-acqua-niagara-condo-unit-across-rockwell-makati-416183-84.html']
3090,"For Lease Two Bedrooms at One Shangrila Place, Ortigas",110000.0,2.0,2.0,118.0,One Shangrila Place,Mandaluyong,['https://www.lamudi.com.ph/for-lease-two-bedrooms-at-one-shangrila-place-ortigas.html']
3091,"1-Bedroom Condo in Pines Peak Tower 2, Mandaluyong  for Lease",13500.0,1.0,1.0,29.0,Pines Peak Tower II,Mandaluyong,['https://www.lamudi.com.ph/1-bedroom-condo-in-pines-peak-tower-2-mandaluyong-for-lease.html']
3092,"Sheridan Towers, North Tower 2BR Bare For Rent in Mandaluyong City",35000.0,2.0,1.0,66.0,Sheridan Towers,Mandaluyong,['https://www.lamudi.com.ph/sheridan-towers-north-tower-2br-bare-for-rent-in-mandaluyong-city.html']
3093,"One Shangri-La Place 3 Bedroom Corner Unit Condo For Rent in Ortigas,Mandaluyong",190000.0,3.0,3.0,165.0,One Shangrila Place,Mandaluyong,['https://www.lamudi.com.ph/one-shangri-la-place-3-bedroom-corner-unit-condo-for-rent-in-ortigas-mandaluyong.html']
3094,For Rent Furnished Studio Unit Modern Interior Twin Oaks at Greenfield Shaw MRT ,25000.0,1.0,1.0,30.0,Twin Oaks,Mandaluyong,['https://www.lamudi.com.ph/for-rent-furnished-studio-unit-modern-interior-twin-oaks-at-greenfield-shaw-mrt.html']
3095,3BR unit for rent at Sunshine 100 Condominium,50000.0,3.0,2.0,81.0,Sunshine 100 City Plaza,Mandaluyong,['https://www.lamudi.com.ph/3br-unit-for-rent-at-sunshine-100-condominium.html']
3096,1 BR in One Shangri-la Place South Tower,53000.0,1.0,1.0,65.0,One Shangri-La Place,Mandaluyong,['https://www.lamudi.com.ph/1-br-in-one-shangri-la-place-south-tower-2.html']
3097,For Rent: 1 Bedroom Unit Pines Peak Tower 1 – Mandaluyong City,13500.0,1.0,1.0,22.8,Pines Peak,Mandaluyong,['https://www.lamudi.com.ph/for-rent-1-bedroom-unit-pines-peak-tower-1-mandaluyong-city.html']
3099,Studio for rent near MRT Shaw EDSA and Megamall,15212.0,1.0,1.0,29.88,Grand Central Residences,Mandaluyong,['https://www.lamudi.com.ph/studio-for-rent-near-mrt-shaw-edsa-and-megamall.html']
3100,FOR LEASE Brand new 19-20sqm Residential Studio Sunshine 100 near Boni MRT ,13000.0,1.0,1.0,19.0,Sunshine 100 City Plaza,Mandaluyong,['https://www.lamudi.com.ph/for-lease-brand-new-19-20sqm-residential-studio-sunshine-100-near-boni-mrt.html']
3101,"Modern and Interior Designed Spacious One (1) Bedroom near Edsa, Shaw & Ortigas",85000.0,1.0,1.0,78.0,One Shangri-La Place,Mandaluyong,['https://www.lamudi.com.ph/modern-and-interior-designed-spacious-one-1-bedroom-near-edsa-shaw-ortigas.html']
3102,Fully Furnished 1 Bedroom with Parking for rent,24000.0,1.0,1.0,23.17,SMDC LIGHT RESIDENCES,Mandaluyong,['https://www.lamudi.com.ph/fully-furnished-1-bedroom-with-parking-for-rent-1.html']
3103,2 Bedroom & 2 TB Condo for rent in Kalentong Mandaluyong (51 sqm),19000.0,2.0,2.0,51.0,City Residences,Mandaluyong,['https://www.lamudi.com.ph/2-bedroom-2-tb-condo-for-rent-in-kalentong-mandaluyong-51-sqm.html']
3104,1 Bedroom Sheridan North Tower,20000.0,1.0,1.0,33.0,Sheridan Towers,Mandaluyong,['https://www.lamudi.com.ph/1-bedroom-sheridan-north-tower.html']
3105,One Bedroom Fully Furnished Unit At SM Light Residences For Rent Above SM Light,17000.0,1.0,1.0,24.47,Light Residences,Mandaluyong,['https://www.lamudi.com.ph/one-bedroom-fully-furnished-unit-at-sm-light-residences-for-rent-above-sm-light.html']
3107,For Rent 2BR Unfurnished in Flair Towers Mandaluyong,22000.0,2.0,1.0,48.0,Flair Towers,Mandaluyong,['https://www.lamudi.com.ph/for-rent-2br-unfurnished-in-flair-towers-mandaluyong-2.html']
3108,1 BR Fully Furnished Condo Unit for rent,25000.0,1.0,1.0,43.0,Dansalan Gardens,Mandaluyong,['https://www.lamudi.com.ph/1-br-fully-furnished-condo-unit-for-rent-1.html']
3109,1BR Lancaster Furnished for Lease,25000.0,1.0,2.0,41.65,Lancaster Shaw Blvd,Mandaluyong,['https://www.lamudi.com.ph/1br-lancaster-furnished-for-lease.html']
3110,Brand new Studio Unit for Rent (BGC view) - Very Good Location,25000.0,1.0,1.0,21.0,Sunshine 100 City Plaza,Mandaluyong,['https://www.lamudi.com.ph/brand-new-studio-unit-for-rent-bgc-view-very-good-location.html']
3111,For Rent Furnished 1 Bedroom unit in The Address at Wack Wack,55000.0,1.0,1.0,65.0,The Address at Wack Wack,Mandaluyong,['https://www.lamudi.com.ph/for-rent-furnished-1-bedroom-unit-in-the-address-at-wack-wack.html']
3112,2 Bedroom Condo Unit in Mandaluyong near Makati Ave,19000.0,2.0,1.0,30.0,Suntrust Treetop Villas,Mandaluyong,['https://www.lamudi.com.ph/2-bedroom-condo-unit-in-mandaluyong-near-makati-ave.html']
3113,Fully furnished minimalist studio unit at Avida Towers Centera,15000.0,1.0,1.0,23.0,Avida Towers Centera,Mandaluyong,['https://www.lamudi.com.ph/fully-furnished-minimalist-studio-unit-at-avida-towers-centera.html']
3114,For lease 2 bedrooms Loft type,60000.0,2.0,2.0,78.0,Twin Oaks Place,Mandaluyong,['https://www.lamudi.com.ph/for-lease-2-bedrooms-loft-type.html']
3115,Studio at EDSA near Shaw in Urban Deca Tower EDSA ,13900.0,1.0,1.0,15.0,Urban Deca Towers EDSA,Mandaluyong,['https://www.lamudi.com.ph/studio-at-edsa-near-shaw-in-urban-deca-tower-edsa.html']
3116,Spacious 3-Bedroom Condo Unit for Rent (94 sqm),50000.0,3.0,3.0,94.0,Dansalan Gardens,Mandaluyong,['https://www.lamudi.com.ph/spacious-3-bedroom-condo-unit-for-rent-94-sqm.html']
3117,High-end 2 bedroom unit for rent in One Shangrila Place in Mandaluyong City,140000.0,2.0,2.0,131.0,One Shangrila Place,Mandaluyong,['https://www.lamudi.com.ph/high-end-2-bedroom-unit-for-rent-in-one-shangrila-place-in-mandaluyong-city.html']
3118,2BR Condo One Shangri-La Ortigas Fully Furnished for rent,125000.0,2.0,2.0,125.0,One Shangri-La Place,Mandaluyong,['https://www.lamudi.com.ph/2br-condo-one-shangri-la-ortigas-fully-furnished-for-rent.html']
3119,For Rent Fully Furnished Studio unit in Vista Shaw,30000.0,1.0,1.0,26.0,Vista Shaw,Mandaluyong,['https://www.lamudi.com.ph/for-rent-fully-furnished-studio-unit-in-vista-shaw.html']
3120,"2 Bedroom Fully Furnished Unit for Rent in Pioneer Woodlands, Mandaluyong City!",21000.0,2.0,1.0,32.5,Pioneer Woodlands,Mandaluyong,['https://www.lamudi.com.ph/2-bedroom-fully-furnished-unit-for-rent-in-pioneer-woodlands-mandaluyong-city.html']
3121,Gateway Garden Heights 1BR unit Condo for Rent,15000.0,1.0,1.0,35.0,Gateway Garden Heights,Mandaluyong,['https://www.lamudi.com.ph/gateway-garden-heights-1br-unit-condo-for-rent.html']
3123,Spacious Semi-Furnished 1BR along EDSA,18500.0,1.0,1.0,36.0,Avida Towers Centera,Mandaluyong,['https://www.lamudi.com.ph/spacious-semi-furnished-1br-along-edsa.html']
3124,1 Bedroom w/ Balcony for Rent,15000.0,1.0,1.0,24.0,,Mandaluyong,['https://www.lamudi.com.ph/1-bedroom-w-balcony-for-rent.html']
3126,1 Bedroom Emerald Mansion Suites,45000.0,1.0,1.0,93.67,Emerald Mansion,Pasig,['https://www.lamudi.com.ph/1-bedroom-emerald-mansion-suites.html']
3129,"1 bedroom For Rent at Pasig, Metro Manila in Eton Emerald Lofts",25000.0,1.0,1.0,37.0,Eton Emerald Lofts,Pasig,['https://www.lamudi.com.ph/1-bedroom-for-rent-at-pasig-metro-manila-in-eton-emerald-lofts.html']
3130,For Rent: Fully Furnished Shangri-La Studio Unit in Pasig City,38000.0,1.0,1.0,37.0,St. Francis Shangri-La Place,Pasig,['https://www.lamudi.com.ph/for-rent-fully-furnished-shangri-la-studio-unit-in-pasig-city.html']
3133,For Rent 2BR Unfurnished Unit in Lumiere Residences Pasig City,22000.0,2.0,1.0,56.0,Lumiere Residences,Pasig,['https://www.lamudi.com.ph/for-rent-2br-unfurnished-unit-in-lumiere-residences-pasig-city-10.html']
3136,4 Bedroom House Valle Verde 2,180000.0,4.0,4.0,600.0,,Pasig,['https://www.lamudi.com.ph/4-bedroom-house-valle-verde-2.html']
3139,"For Rent 3BR unit in Emerald Mansion, Ortigas Pasig  ",70000.0,3.0,2.0,158.0,Emerald Mansion,Pasig,['https://www.lamudi.com.ph/for-rent-3br-unit-in-emerald-mansion-ortigas-pasig.html']
3140,Large Ayala Alabang House for Rent,350000.0,7.0,9.0,1000.0,,Muntinlupa,['https://www.lamudi.com.ph/large-ayala-alabang-house-for-rent.html']
3141,For Rent 1BR Sonata Private Residences at the Heart of Ortigas,28000.0,1.0,1.0,42.0,Sonata Private Residences,Pasig,['https://www.lamudi.com.ph/for-rent-1br-sonata-private-residences-at-the-heart-of-ortigas.html']
3142,2 Bedroom Condominium Unit for Lease at Bristol Parkway Place,110000.0,2.0,2.0,105.0,Bristol at Parkway Place,Muntinlupa,['https://www.lamudi.com.ph/2-bedroom-condominium-unit-for-lease-at-bristol-parkway-place.html']
3143,4BR Modern House For Rent in  Ayala Alabang Village Located at Muntinlupa City,320000.0,4.0,6.0,620.0,,Muntinlupa,['https://www.lamudi.com.ph/4br-modern-house-for-rent-in-ayala-alabang-village-located-at-muntinlupa-city.html']
3146,Luxurious 5 Bedroom House  beside beautiful park in Ayala Alabang,300000.0,5.0,5.0,850.0,,Muntinlupa,['https://www.lamudi.com.ph/luxurious-5-bedroom-house-beside-beautiful-park-in-ayala-alabang.html']
3147,Beautiful Furnished Home in Exclusive Gated Village South of the Metro,200000.0,4.0,4.0,350.0,,Muntinlupa,['https://www.lamudi.com.ph/beautiful-furnished-home-in-exclusive-gated-village-south-of-the-metro.html']
3148,"5 Bedroom House & Lot for Rent - Ayala Alabang, Muntinlupa City",150000.0,5.0,5.0,500.0,,Muntinlupa,['https://www.lamudi.com.ph/5-bedroom-house-lot-for-rent-ayala-alabang-muntinlupa-city.html']
3149,"1-Bedroom Furnished Condo Unit for Rent at Anuva Residences, Muntinlupa City",18000.0,1.0,1.0,24.0,Anuva Residences,Muntinlupa,['https://www.lamudi.com.ph/1-bedroom-furnished-condo-unit-for-rent-at-anuva-residences-muntinlupa-city.html']
3150,4 Bedroom House with Pool for Rent in Ayala Alabang Village,250000.0,4.0,4.0,700.0,,Muntinlupa,['https://www.lamudi.com.ph/4-bedroom-house-with-pool-for-rent-in-ayala-alabang-village-4.html']
3151,"4-Bedroom House & Lot for Rent - Ayala Alabang Village, Muntinlupa City",250000.0,4.0,5.0,600.0,,Muntinlupa,['https://www.lamudi.com.ph/4-bedroom-house-lot-for-rent-ayala-alabang-village-muntinlupa-city.html']
3153,Ayala Alabang Village House For Rent in Muntinlupa City,300000.0,3.0,4.0,1000.0,,Muntinlupa,['https://www.lamudi.com.ph/ayala-alabang-village-house-for-rent-in-muntinlupa-city.html']
3154,"2 Bedroom Unit For Rent in Aspen Alabang, Muntinlupa City",80000.0,2.0,2.0,125.0,Aspen Alabang,Muntinlupa,['https://www.lamudi.com.ph/2-bedroom-unit-for-rent-in-aspen-alabang-muntinlupa-city.html']
3155,Spacious House and Lot for Lease in Ayala Alabang Village,180000.0,4.0,4.0,418.0,,Muntinlupa,['https://www.lamudi.com.ph/spacious-house-and-lot-for-lease-in-ayala-alabang-village.html']
3156,Mondrian Renovated Studio Condo for Rent Alabang Muntinlupa,35000.0,1.0,1.0,47.0,,Muntinlupa,['https://www.lamudi.com.ph/mondrian-renovated-studio-condo-for-rent-alabang-muntinlupa.html']
3157,"Studio Unit for Lease at Avida Towers Altura, Alabang, Muntinlupa",15000.0,1.0,1.0,22.0,Avida Towers Altura,Muntinlupa,['https://www.lamudi.com.ph/studio-unit-for-lease-at-avida-towers-altura-alabang-muntinlupa.html']
3163,"For Lease: Renovated Studio unit in Asia Enclaves at Muntinlupa, Metro Manila",20000.0,1.0,1.0,36.0,Asia Enclaves,Muntinlupa,['https://www.lamudi.com.ph/for-lease-renovated-studio-unit-in-asia-enclaves-at-muntinlupa-metro-manila.html']
3165,Spacious Three Bedroom House in Ayala Alabang,110000.0,4.0,4.0,432.0,,Muntinlupa,['https://www.lamudi.com.ph/spacious-three-bedroom-house-in-ayala-alabang.html']
3167,Ayala Alabang House and Lot - For Lease,200000.0,5.0,5.0,420.0,,Muntinlupa,['https://www.lamudi.com.ph/ayala-alabang-house-and-lot-for-lease.html']
3171,Ayala Alabang House for Rent Prime Location,699999.0,5.0,6.0,1310.0,,Muntinlupa,['https://www.lamudi.com.ph/ayala-alabang-house-for-rent-prime-location.html']
3174,"Studio Unit for Lease at Avida Towers Altura, Alabang, Muntinlupa",15000.0,1.0,1.0,22.0,Avida Towers Altura,Muntinlupa,['https://www.lamudi.com.ph/studio-unit-for-lease-at-avida-towers-altura-alabang-muntinlupa-2.html']
3179,1 Bedroom at Asia Enclaves Alabang Muntinlupa,18000.0,1.0,1.0,40.0,Asia Enclaves,Muntinlupa,['https://www.lamudi.com.ph/1-bedroom-at-asia-enclaves-alabang-muntinlupa.html']
3180,For Rent: Studio Unit in Alabang Muntinlupa City,20000.0,1.0,1.0,17.0,Studio City,Muntinlupa,['https://www.lamudi.com.ph/for-rent-studio-unit-in-alabang-muntinlupa-city.html']
3181,2 bedrooms at Mondrian Filinvest Corporate City Alabang Muntinupa,85000.0,2.0,3.0,92.0,Mondrian,Muntinlupa,['https://www.lamudi.com.ph/2-bedrooms-at-mondrian-filinvest-corporate-city-alabang-muntinupa.html']
3183,1BR condo unit for rent @ Avida Towers Alabang,36000.0,1.0,1.0,22.9,Avida Towers Alabang,Muntinlupa,['https://www.lamudi.com.ph/1br-condo-unit-for-rent-avida-towers-alabang.html']
3185,2 Bedroom Condominium Unit for Lease at The Levels,80000.0,2.0,2.0,60.0,The Levels,Muntinlupa,['https://www.lamudi.com.ph/2-bedroom-condominium-unit-for-lease-at-the-levels.html']
3186,Vivant 2 Bedroom Condo For Rent Alabang Muntinlupa,65000.0,2.0,2.0,80.8,Vivant Flats,Muntinlupa,['https://www.lamudi.com.ph/vivant-2-bedroom-condo-for-rent-alabang-muntinlupa.html']
3190,"For Rent: Unfurnished Studio Unit in Alabang w/ wifi installed, Muntinlupa city",15000.0,1.0,1.0,22.4,Avida Towers Altura,Muntinlupa,['https://www.lamudi.com.ph/for-rent-unfurnished-studio-unit-in-alabang-w-wifi-installed-muntinlupa-city.html']
3193,"1 Bedroom, Solano Hills, Sucat Muntinlupa For Rent",15000.0,1.0,1.0,32.0,Solano Hills,Muntinlupa,['https://www.lamudi.com.ph/1-bedroom-solano-hills-sucat-muntinlupa-for-rent.html']
3194,"For Lease : 2 Bedroom Unit in Sonria Condominium, Alabang, Muntinlupa",105000.0,2.0,2.0,101.0,Sonria Condominium,Muntinlupa,['https://www.lamudi.com.ph/for-lease-2-bedroom-unit-in-sonria-condominium-alabang-muntinlupa.html']
3200,"4 Bedroom House at San Bartolome, Ayala Alabang",250000.0,4.0,4.0,761.0,,Muntinlupa,['https://www.lamudi.com.ph/4-bedroom-house-at-san-bartolome-ayala-alabang.html']
3201,Rhapsody Residences 2-Bedroom Condominium Unit For rent,22000.0,2.0,1.0,60.0,Rhapsody Residences,Muntinlupa,['https://www.lamudi.com.ph/rhapsody-residences-2-bedroom-condominium-unit-for-rent.html']
3202,Mondrian Homey Studio Condo for Rent Alabang Muntinlupa,35000.0,1.0,1.0,46.0,,Muntinlupa,['https://www.lamudi.com.ph/mondrian-homey-studio-condo-for-rent-alabang-muntinlupa.html']
3208,Studio Unit For Rent at Southkey Place,26000.0,1.0,1.0,15.65,Southkey Place,Muntinlupa,['https://www.lamudi.com.ph/studio-unit-for-rent-at-southkey-place.html']
3209,"For Rent: 32sqm Special 1BR in Entrata Urban Complex, Filinvest City Alabang",50000.0,1.0,1.0,32.0,Entrata by Filinvest,Muntinlupa,['https://www.lamudi.com.ph/for-rent-32sqm-special-1br-in-entrata-urban-complex-filinvest-city-alabang.html']
3211,Vivant 1 Bedroom Classic Condo For Rent in Alabang Muntinlupa,35000.0,1.0,1.0,45.0,Vivant Flats,Muntinlupa,['https://www.lamudi.com.ph/vivant-1-bedroom-classic-condo-for-rent-in-alabang-muntinlupa.html']
3213,"For Lease: 4 bedroom Hillsborough House and lot, Cupang, Muntinlupa",150000.0,4.0,4.0,420.0,,Muntinlupa,['https://www.lamudi.com.ph/for-lease-4-bedroom-hillsborough-house-and-lot-cupang-muntinlupa.html']
